Coder Initial,"Potential_Law_On_MKT ((1=True, 0=False)",Notes in Support of LawonMkt,Potential Stocks or Sectors,decisionType,docket,term,dateDecision,caseName,dateArgument,,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
,,,,1,00-454,2000,5/29/2001,"ATKINSON TRADING COMPANY, INC. v. JOE SHIRLEY, JR., et al.",3/27/2001,,2000-056,2000-056-01,2000-056-01-01,2000-056-01-01-01,5/29/2001,1,532 U.S. 645,121 S. Ct. 1825,149 L. Ed. 2d 889,2001 U.S. LEXIS 4116,2000,1607,Rehnquist,00-454,"ATKINSON TRADING COMPANY, INC. v. JOE SHIRLEY, JR., et al.",3/27/2001,,122,,170,,1,,,0,93,,30,,1,12,2,2,1,3,0,1,0,0,20150,2,1,0,4,,6,600,25 U.S.C. ¤ 261,102,102,1,9,0
,,,,1,00-24,2000,5/29/2001,"PGA TOUR, INC. v. CASEY MARTIN",1/17/2001,,2000-057,2000-057-01,2000-057-01-01,2000-057-01-01-01,5/29/2001,1,532 U.S. 661,121 S. Ct. 1879,149 L. Ed. 2d 904,2001 U.S. LEXIS 4115,2000,1607,Rehnquist,00-24,"PGA TOUR, INC. v. CASEY MARTIN",1/17/2001,,216,,164,,1,,,0,108,,29,,0,2,2,2,1,2,0,0,0,0,20210,2,2,0,4,,3,300,,103,102,1,7,2
,,,,1,99-1815,2000,5/29/2001,"NATIONAL LABOR RELATIONS BOARD v. KENTUCKY RIVER COMMUNITY CARE, INC., et al.",2/21/2001,,2000-058,2000-058-01,2000-058-01-01,2000-058-01-01-01,5/29/2001,1,532 U.S. 706,121 S. Ct. 1861,149 L. Ed. 2d 939,2001 U.S. LEXIS 4119,2000,1607,Rehnquist,99-1815,"NATIONAL LABOR RELATIONS BOARD v. KENTUCKY RIVER COMMUNITY CARE, INC., et al.",2/21/2001,,382,,165,,1,82,,0,26,,26,,1,12,,1,1,2,0,0,0,0,70100,7,1,0,5,4,3,356,,105,102,1,5,4
,,,,1,99-1964,2000,5/29/2001,"TIMOTHY BOOTH v. C. O. CHURNER, et al.",3/20/2001,,2000-059,2000-059-01,2000-059-01-01,2000-059-01-01-01,5/29/2001,1,532 U.S. 731,121 S. Ct. 1819,149 L. Ed. 2d 958,2001 U.S. LEXIS 3982,2000,1607,Rehnquist,99-1964,"TIMOTHY BOOTH v. C. O. CHURNER, et al.",3/20/2001,,215,,28,45,1,,,0,110,,23,,0,2,2,1,1,2,0,0,0,0,90020,9,1,0,4,,6,600,42 U.S.C. ¤ 1997,107,102,1,9,0
,,,,1,130 ORIG,2000,5/29/2001,STATE OF NEW HAMPSHIRE v. STATE OF MAINE,4/16/2001,,2000-060,2000-060-01,2000-060-01-01,2000-060-01-01-01,5/29/2001,1,532 U.S. 742,121 S. Ct. 1808,149 L. Ed. 2d 968,2001 U.S. LEXIS 3981,2000,1607,Rehnquist,130 ORIG,STATE OF NEW HAMPSHIRE v. STATE OF MAINE,4/16/2001,,28,34,28,23,9,,,0,,,,,0,,,3,1,9,0,0,0,0,110010,11,3,0,7,,5,507,,109,102,1,8,0
,,,,1,00-6374,2000,5/29/2001,"DALE G. BECKER v. BETTY MONTGOMERY, ATTORNEY GENERAL OF OHIO, et al.",4/16/2001,,2000-061,2000-061-01,2000-061-01-01,2000-061-01-01-01,5/29/2001,1,532 U.S. 757,121 S. Ct. 1801,149 L. Ed. 2d 983,2001 U.S. LEXIS 4114,2000,1607,Rehnquist,00-6374,"DALE G. BECKER v. BETTY MONTGOMERY, ATTORNEY GENERAL OF OHIO, et al.",4/16/2001,,215,,19,41,1,,,0,104,,26,,0,10,9,1,1,4,0,1,0,0,10360,1,2,0,4,,4,400,,109,102,1,9,0
,,,,2,00-262,2000,5/29/2001,ARKANSAS v. KENNETH ANDREW SULLIVAN,,,2000-062,2000-062-01,2000-062-01-01,2000-062-01-01-01,5/29/2001,2,532 U.S. 769,121 S. Ct. 1876,149 L. Ed. 2d 994,2001 U.S. LEXIS 4118,2000,1607,Rehnquist,00-262,ARKANSAS v. KENNETH ANDREW SULLIVAN,,,28,5,100,,1,,,0,302,5,300,5,1,12,2,1,1,4,0,1,0,0,100130,10,2,0,7,,,,,,,1,9,0
,,,,1,00-391,2000,6/4/2001,FLORIDA v. ROBERT A. THOMAS,4/25/2001,,2000-063,2000-063-01,2000-063-01-01,2000-063-01-01-01,6/4/2001,1,532 U.S. 774,121 S. Ct. 1905,150 L. Ed. 2d 1,2001 U.S. LEXIS 4126,2000,1607,Rehnquist,00-391,FLORIDA v. ROBERT A. THOMAS,4/25/2001,,28,12,100,,1,,,0,302,12,300,12,0,11,3,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. ¤ 1257,102,102,1,9,0
,,,,1,00-6677,2000,6/4/2001,"JOHN PAUL PENRY v. GARY L. JOHNSON, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, INSTITUTIONAL DIVISION",3/27/2001,,2000-064,2000-064-01,2000-064-01-01,2000-064-01-01-01,6/4/2001,1,532 U.S. 782,121 S. Ct. 1910,150 L. Ed. 2d 9,2001 U.S. LEXIS 4309,2000,1607,Rehnquist,00-6677,"JOHN PAUL PENRY v. GARY L. JOHNSON, DIRECTOR, TEXAS DEPARTMENT OF CRIMINAL JUSTICE, INSTITUTIONAL DIVISION",3/27/2001,,100,,28,51,1,,,0,121,,25,,0,11,9,1,1,7,0,1,0,0,10130,1,2,0,2,7,2,210,,104,103,1,6,3
,,,,1,00-346,2000,6/4/2001,"NORFOLK SHIPBUILDING & DRYDOCK CORPORATION v. CELESTINE GARRIS, ADMINISTRATRIX OF THE ESTATE OF CHRISTOPHER GARRIS, DECEASED",4/18/2001,,2000-065,2000-065-01,2000-065-01-01,2000-065-01-01-01,6/4/2001,1,532 U.S. 811,121 S. Ct. 1927,150 L. Ed. 2d 34,2001 U.S. LEXIS 4125,2000,1607,Rehnquist,00-346,"NORFOLK SHIPBUILDING & DRYDOCK CORPORATION v. CELESTINE GARRIS, ADMINISTRATRIX OF THE ESTATE OF CHRISTOPHER GARRIS, DECEASED",4/18/2001,,176,,208,,1,,,0,126,,24,,1,12,4,2,1,2,0,0,0,0,80050,8,2,0,7,,,,,105,102,1,9,0
,,,,1,00-157,2000,6/4/2001,"UNITED DOMINION INDUSTRIES, INC. v. UNITED STATES",3/26/2001,,2000-066,2000-066-01,2000-066-01-01,2000-066-01-01-01,6/4/2001,1,532 U.S. 822,121 S. Ct. 1934,150 L. Ed. 2d 45,2001 U.S. LEXIS 4124,2000,1607,Rehnquist,00-157,"UNITED DOMINION INDUSTRIES, INC. v. UNITED STATES",3/26/2001,,240,,27,,1,69,,0,100,,24,,0,2,3,2,1,4,0,1,0,0,120010,12,1,0,4,,3,345,,107,102,1,8,1
,,,,1,00-763,2000,6/4/2001,SHARON B. POLLARD v. E. I. DU PONT DE NEMOURS & COMPANY,4/23/2001,,2000-067,2000-067-01,2000-067-01-01,2000-067-01-01-01,6/4/2001,1,532 U.S. 843,121 S. Ct. 1946,150 L. Ed. 2d 62,2001 U.S. LEXIS 4123,2000,1607,Rehnquist,00-763,SHARON B. POLLARD v. E. I. DU PONT DE NEMOURS & COMPANY,4/23/2001,,154,,151,,1,,,0,118,,26,,0,2,2,1,1,4,0,1,0,0,20140,2,2,0,4,,3,319,,108,102,1,8,0
,,,,1,105 ORIG,2000,6/11/2001,STATE OF KANSAS v. STATE OF COLORADO,3/19/2001,,2000-068,2000-068-01,2000-068-01-01,2000-068-01-01-01,6/11/2001,1,533 U.S. 1,121 S. Ct. 2023,150 L. Ed. 2d 72,2001 U.S. LEXIS 4488,2000,1607,Rehnquist,105 ORIG,STATE OF KANSAS v. STATE OF COLORADO,3/19/2001,,28,20,28,7,9,,,0,,,,,0,,,3,1,,0,1,0,0,110020,11,1,0,4,,5,510,,103,102,1,6,3
,,,,1,99-8508,2000,6/11/2001,DANNY LEE KYLLO v. UNITED STATES,2/20/2001,,2000-069,2000-069-01,2000-069-01-01,2000-069-01-01-01,6/11/2001,1,533 U.S. 27,121 S. Ct. 2038,150 L. Ed. 2d 94,2001 U.S. LEXIS 4487,2000,1607,Rehnquist,99-8508,DANNY LEE KYLLO v. UNITED STATES,2/20/2001,,195,,27,,1,,,0,108,,29,,1,12,2,1,1,4,0,1,0,0,10050,1,2,0,1,,2,205,,105,105,1,5,4
,,,,1,99-2071,2000,6/11/2001,TUAN ANH NGUYEN AND JOSEPH BOULAIS v. IMMIGRATION AND NATURALIZATION SERVICE,1/9/2001,,2000-070,2000-070-01,2000-070-01-01,2000-070-01-01-01,6/11/2001,1,533 U.S. 53,121 S. Ct. 2053,150 L. Ed. 2d 115,2001 U.S. LEXIS 4340,2000,1607,Rehnquist,99-2071,TUAN ANH NGUYEN AND JOSEPH BOULAIS v. IMMIGRATION AND NATURALIZATION SERVICE,1/9/2001,,129,,368,,1,7,,0,25,,25,,0,2,2,1,1,2,0,0,0,0,20130,2,1,0,1,,2,212,,106,102,1,5,4
,,,,1,99-2036,2000,6/11/2001,"GOOD NEWS CLUB, et al. v. MILFORD CENTRAL SCHOOL",2/28/2001,,2000-071,2000-071-01,2000-071-01-01,2000-071-01-01-01,6/11/2001,1,533 U.S. 98,121 S. Ct. 2093,150 L. Ed. 2d 151,2001 U.S. LEXIS 4312,2000,1607,Rehnquist,99-2036,"GOOD NEWS CLUB, et al. v. MILFORD CENTRAL SCHOOL",2/28/2001,,130,,21,37,1,,,0,95,,22,,1,2,2,2,1,4,0,1,0,0,30170,3,1,0,2,,2,200,,108,102,1,6,3
,,,,1,00-492,2000,6/11/2001,ALABAMA v. MICHAEL HERMAN BOZEMAN,4/17/2001,,2000-072,2000-072-01,2000-072-01-01,2000-072-01-01-01,6/11/2001,1,533 U.S. 146,121 S. Ct. 2079,150 L. Ed. 2d 188,2001 U.S. LEXIS 4310,2000,1607,Rehnquist,00-492,ALABAMA v. MICHAEL HERMAN BOZEMAN,4/17/2001,,28,1,215,,1,,,0,302,1,300,1,1,2,3,2,1,2,0,0,0,0,10570,1,2,0,4,,6,600,19 U.S.C.,110,102,1,9,0
,,,,1,00-549,2000,6/11/2001,"CEDRIC KUSHNER PROMOTIONS, LTD. v. DON KING, et al.",4/18/2001,,2000-073,2000-073-01,2000-073-01-01,2000-073-01-01-01,6/11/2001,1,533 U.S. 158,121 S. Ct. 2087,150 L. Ed. 2d 198,2001 U.S. LEXIS 4311,2000,1607,Rehnquist,00-549,"CEDRIC KUSHNER PROMOTIONS, LTD. v. DON KING, et al.",4/18/2001,,122,,145,,1,,,0,96,,22,,0,2,2,1,1,2,0,0,0,0,10450,1,1,0,4,,3,362,,110,102,1,9,0
,,,,1,00-121,2000,6/18/2001,"GEORGE DUNCAN, SUPERINTENDENT, GREAT MEADOW CORRECTIONAL FACILITY v. SHERMAN WALKER",3/26/2001,,2000-074,2000-074-01,2000-074-01-01,2000-074-01-01-01,6/18/2001,1,533 U.S. 167,121 S. Ct. 2120,150 L. Ed. 2d 251,2001 U.S. LEXIS 4493,2000,1607,Rehnquist,00-121,"GEORGE DUNCAN, SUPERINTENDENT, GREAT MEADOW CORRECTIONAL FACILITY v. SHERMAN WALKER",3/26/2001,,28,37,126,,1,,,0,94,,22,,0,2,3,2,1,4,0,1,0,0,10020,1,1,0,4,,3,341,,104,102,1,7,2
,,,,1,99-1977,2000,6/18/2001,DONALD SAUCIER v. ELLIOT M. KATZ AND IN DEFENSE OF ANIMALS,3/20/2001,,2000-075,2000-075-01,2000-075-01-01,2000-075-01-01-01,6/18/2001,1,533 U.S. 194,121 S. Ct. 2151,150 L. Ed. 2d 272,2001 U.S. LEXIS 4664,2000,1607,Rehnquist,99-1977,DONALD SAUCIER v. ELLIOT M. KATZ AND IN DEFENSE OF ANIMALS,3/20/2001,,186,,218,,1,,,0,60,,25,,0,12,2,2,1,4,0,1,0,0,80060,8,1,0,7,,,,,106,102,1,9,0
,,,,1,99-1434,2000,6/18/2001,UNITED STATES v. MEAD CORPORATION,11/8/2000,,2000-076,2000-076-01,2000-076-01-01,2000-076-01-01-01,6/18/2001,1,533 U.S. 218,121 S. Ct. 2164,150 L. Ed. 2d 292,2001 U.S. LEXIS 4492,2000,1607,Rehnquist,99-1434,UNITED STATES v. MEAD CORPORATION,11/8/2000,,27,,234,,1,21,,0,2,,8,,0,11,3,2,1,5,0,0,0,0,90120,9,2,0,4,,6,600,19 U.S.C. ¤ 1202,107,102,1,8,1
,,,,1,00-189,2000,6/18/2001,IDAHO v. UNITED STATES et al.,4/23/2001,,2000-077,2000-077-01,2000-077-01-01,2000-077-01-01-01,6/18/2001,1,533 U.S. 262,121 S. Ct. 2135,150 L. Ed. 2d 326,2001 U.S. LEXIS 4665,2000,1607,Rehnquist,00-189,IDAHO v. UNITED STATES et al.,4/23/2001,,28,16,27,,1,,,0,64,,29,,0,12,2,2,1,2,0,0,0,0,20160,2,2,0,5,4,5,511,,107,103,1,5,4
,,,,1,00-767,2000,6/25/2001,IMMIGRATION AND NATURALIZATION SERVICE v. ENRICO ST. CYR,4/24/2001,,2000-078,2000-078-01,2000-078-01-01,2000-078-01-01-01,6/25/2001,1,533 U.S. 289,121 S. Ct. 2271,150 L. Ed. 2d 347,2001 U.S. LEXIS 4670,2000,1607,Rehnquist,00-767,IMMIGRATION AND NATURALIZATION SERVICE v. ENRICO ST. CYR,4/24/2001,,368,,106,,1,68,,0,53,,22,,0,10,2,2,1,2,0,0,0,0,20110,2,2,0,5,4,3,341,,103,103,1,5,4
,,,,1,00-1011,2000,6/25/2001,"DEBORIS CALCANO-MARTINEZ, et al. v. IMMIGRATION AND NATURALIZATION SERVICE",4/24/2001,,2000-079,2000-079-01,2000-079-01-01,2000-079-01-01-01,6/25/2001,1,533 U.S. 348,121 S. Ct. 2268,150 L. Ed. 2d 392,2001 U.S. LEXIS 4671,2000,1607,Rehnquist,00-1011,"DEBORIS CALCANO-MARTINEZ, et al. v. IMMIGRATION AND NATURALIZATION SERVICE",4/24/2001,,106,,368,,1,7,,0,22,,22,,0,10,9,1,1,2,0,1,0,0,20110,2,2,0,5,4,3,341,,103,103,1,5,4
,,,,1,99-1994,2000,6/25/2001,"NEVADA, et al. v. FLOYD HICKS, et al.",3/21/2001,,2000-080,2000-080-01,2000-080-01-01,2000-080-01-01-01,6/25/2001,1,533 U.S. 353,121 S. Ct. 2304,150 L. Ed. 2d 398,2001 U.S. LEXIS 4669,2000,1607,Rehnquist,99-1994,"NEVADA, et al. v. FLOYD HICKS, et al.",3/21/2001,,28,33,170,,1,,,0,90,,29,,0,12,2,2,1,4,0,1,0,0,20160,2,1,0,7,,,,,105,102,1,9,0
,,,,1,00-276,2000,6/25/2001,"UNITED STATES AND DEPARTMENT OF AGRICULTURE v. UNITED FOODS, INC.",4/17/2001,,2000-081,2000-081-01,2000-081-01-01,2000-081-01-01-01,6/25/2001,1,533 U.S. 405,121 S. Ct. 2334,150 L. Ed. 2d 438,2001 U.S. LEXIS 4904,2000,1607,Rehnquist,00-276,"UNITED STATES AND DEPARTMENT OF AGRICULTURE v. UNITED FOODS, INC.",4/17/2001,,304,,152,,1,4,,0,118,,26,,0,12,3,2,2,2,0,0,0,0,30020,3,2,0,1,,6,600,7 U.S.C. ¤ 6101,106,102,1,6,3
,,,,1,00-191,2000,6/25/2001,FEDERAL ELECTION COMMISSION v. COLORADO REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,2/28/2001,,2000-082,2000-082-01,2000-082-01-01,2000-082-01-01-01,6/25/2001,1,533 U.S. 431,121 S. Ct. 2351,150 L. Ed. 2d 461,2001 U.S. LEXIS 4668,2000,1607,Rehnquist,00-191,FEDERAL ELECTION COMMISSION v. COLORADO REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,2/28/2001,,343,,211,,1,,,0,52,,30,,1,11,2,1,1,3,0,1,0,0,30140,3,2,0,1,,3,330,,107,103,1,5,4
,,,,1,00-201,2000,6/25/2001,"NEW YORK TIMES COMPANY, INC., et al. v. JONATHAN TASINI, et al.",3/28/2001,,2000-083,2000-083-01,2000-083-01-01,2000-083-01-01-01,6/25/2001,1,533 U.S. 483,121 S. Ct. 2381,150 L. Ed. 2d 500,2001 U.S. LEXIS 4667,2000,1607,Rehnquist,00-201,"NEW YORK TIMES COMPANY, INC., et al. v. JONATHAN TASINI, et al.",3/28/2001,,220,,112,,1,,,0,96,,22,,0,11,3,2,1,2,0,0,0,0,80190,8,2,0,4,,6,600,17 U.S.C. ¤ 201,109,102,1,7,2
,,,,1,00-596,2000,6/28/2001,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,,2000-084,2000-084-01,2000-084-01-01,2000-084-01-01-01,6/28/2001,1,533 U.S. 525,121 S. Ct. 2404,150 L. Ed. 2d 532,2001 U.S. LEXIS 4911,2000,1607,Rehnquist,00-596,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,,184,,19,26,1,,,0,80,,21,,0,2,6,1,1,7,0,1,0,0,100030,10,2,0,4,,6,600,15 U.S.C. ¤ 1334,104,102,1,5,4
,,,,1,99-2047,2000,6/28/2001,"ANTHONY PALAZZOLO v. RHODE ISLAND, et al.",2/26/2001,,2000-085,2000-085-01,2000-085-01-01,2000-085-01-01-01,6/28/2001,1,533 U.S. 606,121 S. Ct. 2448,150 L. Ed. 2d 592,2001 U.S. LEXIS 4910,2000,1607,Rehnquist,99-2047,"ANTHONY PALAZZOLO v. RHODE ISLAND, et al.",2/26/2001,,139,,28,47,1,117,47,0,302,47,300,47,0,12,2,2,1,7,0,1,0,0,40070,4,1,0,2,,2,211,,106,102,1,5,4
,,,,1,00-5961,2000,6/28/2001,"MELVIN TYLER v. BURL CAIN, WARDEN",4/16/2001,,2000-086,2000-086-01,2000-086-01-01,2000-086-01-01-01,6/28/2001,1,533 U.S. 656,121 S. Ct. 2478,150 L. Ed. 2d 632,2001 U.S. LEXIS 4909,2000,1607,Rehnquist,00-5961,"MELVIN TYLER v. BURL CAIN, WARDEN",4/16/2001,,126,,28,22,1,,,0,75,,25,,0,2,2,1,1,2,0,0,0,0,10020,1,1,0,7,4,3,341,,108,102,1,5,4
,,,,1,99-7791,2000,6/28/2001,KESTUTIS ZADVYDAS v. CHRISTINE G. DAVIS AND IMMIGRATION AND NATURALIZATION SERVICE,2/21/2001,,2000-087,2000-087-01,2000-087-01-01,2000-087-01-01-01,6/28/2001,1,533 U.S. 678,121 S. Ct. 2491,150 L. Ed. 2d 653,2001 U.S. LEXIS 4912,2000,1607,Rehnquist,99-7791,KESTUTIS ZADVYDAS v. CHRISTINE G. DAVIS AND IMMIGRATION AND NATURALIZATION SERVICE,2/21/2001,,106,,368,,1,68,,0,75,,25,,0,11,3,1,1,5,0,1,0,0,20110,2,2,0,4,5,3,344,,110,103,1,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,98-9913,1999,10/12/1999,DONALD H. BRANCATO v. PRISCILLA F. GUNN et al.,,,1999-002,1999-002-01,1999-002-01-01,1999-002-01-01-01,10/12/1999,2,528 U.S. 1,120 S. Ct. 5,145 L. Ed. 2d 1,1999 U.S. LEXIS 6584,1999,1607,Rehnquist,98-9913,DONALD H. BRANCATO v. PRISCILLA F. GUNN et al.,,,212,,20,60,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
,,,,2,98-9933,1999,10/12/1999,MICHAEL C. ANTONELLI v. DALE CARIDINE et al.,,,1999-003,1999-003-01,1999-003-01-01,1999-003-01-01-01,10/12/1999,2,528 U.S. 3,120 S. Ct. 4,145 L. Ed. 2d 4,1999 U.S. LEXIS 6585,1999,1607,Rehnquist,98-9933,MICHAEL C. ANTONELLI v. DALE CARIDINE et al.,,,212,,501,,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
,,,,2,99-5260,1999,10/12/1999,KEITH RUSSELL JUDD v. UNITED STATES DISTRICT COURT FOR THE WESTERN DISTRICT OF TEXAS et al.,,,1999-004,1999-004-01,1999-004-01-01,1999-004-01-01-01,10/12/1999,2,528 U.S. 5,120 S. Ct. 1,145 L. Ed. 2d 7,1999 U.S. LEXIS 6586,1999,1607,Rehnquist,99-5260,KEITH RUSSELL JUDD v. UNITED STATES DISTRICT COURT FOR THE WESTERN DISTRICT OF TEXAS et al.,,,212,,6,60,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
,,,,2,99-5316,1999,10/12/1999,ROBERT E. PRUNTY v. W. BROOKS et al.,,,1999-005,1999-005-01,1999-005-01-01,1999-005-01-01-01,10/12/1999,2,528 U.S. 9,120 S. Ct. 3,145 L. Ed. 2d 13,1999 U.S. LEXIS 6589,1999,1607,Rehnquist,99-5316,ROBERT E. PRUNTY v. W. BROOKS et al.,,,212,,211,,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
,,,,2,99-5316,1999,10/12/1999,ROBERT E. PRUNTY v. W. BROOKS et al.,,,1999-006,1999-006-01,1999-006-01-01,1999-006-01-01-01,10/12/1999,2,528 U.S. 9,120 S. Ct. 3,145 L. Ed. 2d 13,1999 U.S. LEXIS 6589,1999,1607,Rehnquist,99-5316,ROBERT E. PRUNTY v. W. BROOKS et al.,,,212,,501,,1,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,4,,4,403,,,,1,8,1
,,,,2,98-8770,1999,10/18/1999,JAMES MICHAEL FLIPPO v. WEST VIRGINIA,,,1999-007,1999-007-01,1999-007-01-01,1999-007-01-01-01,10/18/1999,2,528 U.S. 11,120 S. Ct. 7,145 L. Ed. 2d 16,1999 U.S. LEXIS 6924,1999,1607,Rehnquist,98-8770,JAMES MICHAEL FLIPPO v. WEST VIRGINIA,,,100,,28,57,1,,,0,,,,,0,12,,1,1,4,0,1,0,0,10050,1,2,0,2,,2,205,,,,1,9,0
,,,,2,99-5440,1999,10/18/1999,In re FREDERICK W. BAUER,,,1999-008,1999-008-01,1999-008-01-01,1999-008-01-01-01,10/18/1999,2,528 U.S. 16,120 S. Ct. 6,145 L. Ed. 2d 21,1999 U.S. LEXIS 6910,1999,1607,Rehnquist,99-5440,In re FREDERICK W. BAUER,,,212,,501,,8,,,0,,,,,0,,,3,1,9,0,0,0,0,20360,2,1,0,2,,4,403,,,,1,8,1
,,,,2,98-1111,1999,11/29/1999,"TEXAS, et al. v. FRANCOIS DANIEL LESAGE AND UNITED STATES",,,1999-009,1999-009-01,1999-009-01-01,1999-009-01-01-01,11/29/1999,2,528 U.S. 18,120 S. Ct. 467,145 L. Ed. 2d 347,1999 U.S. LEXIS 8014,1999,1607,Rehnquist,98-1111,"TEXAS, et al. v. FRANCOIS DANIEL LESAGE AND UNITED STATES",,,28,51,106,,1,,,0,122,,25,,0,12,4,2,1,4,0,0,0,0,20070,2,2,0,3,,,,,,,1,9,0
,,,,1,98-942,1999,11/30/1999,"WILLIAM FIORE v. GREGORY WHITE, WARDEN, et al.",10/12/1999,,1999-010,1999-010-01,1999-010-01-01,1999-010-01-01-01,11/30/1999,1,528 U.S. 23,120 S. Ct. 469,145 L. Ed. 2d 353,1999 U.S. LEXIS 8016,1999,1607,Rehnquist,98-942,"WILLIAM FIORE v. GREGORY WHITE, WARDEN, et al.",10/12/1999,,195,,28,45,4,,,0,111,,23,,0,,3,2,1,10,0,1,0,0,90190,9,1,0,3,,,,,110,102,1,9,0
,,,,1,98-678,1999,12/7/1999,LOS ANGELES POLICE DEPARTMENT v. UNITED REPORTING PUBLISHING CORPORATION,10/13/1999,,1999-011,1999-011-01,1999-011-01-01,1999-011-01-01-01,12/7/1999,1,528 U.S. 32,120 S. Ct. 483,145 L. Ed. 2d 451,1999 U.S. LEXIS 8239,1999,1607,Rehnquist,98-678,LOS ANGELES POLICE DEPARTMENT v. UNITED REPORTING PUBLISHING CORPORATION,10/13/1999,,3,6,220,,1,,,0,51,,29,,0,12,2,2,1,3,0,1,0,0,30020,3,1,0,2,,2,200,,102,102,1,7,2
,,,,1,98-1101,1999,12/7/1999,"ROHN F. DRYE, JR., et al. v. UNITED STATES",11/8/1999,,1999-012,1999-012-01,1999-012-01-01,1999-012-01-01-01,12/7/1999,1,528 U.S. 49,120 S. Ct. 474,145 L. Ed. 2d 466,1999 U.S. LEXIS 8238,1999,1607,Rehnquist,98-1101,"ROHN F. DRYE, JR., et al. v. UNITED STATES",11/8/1999,,240,,27,,1,,,0,46,,28,,0,2,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,109,102,1,9,0
,,,,1,98-791,1999,1/11/2000,"J. DANIEL KIMEL, JR., et al. v. FLORIDA BOARD OF REGENTS, et al.",10/13/1999,,1999-013,1999-013-01,1999-013-01-01,1999-013-01-01-01,1/11/2000,1,528 U.S. 62,120 S. Ct. 631,145 L. Ed. 2d 522,2000 U.S. LEXIS 498,1999,1607,Rehnquist,98-791,"J. DANIEL KIMEL, JR., et al. v. FLORIDA BOARD OF REGENTS, et al.",10/13/1999,,8,12,26,12,1,,,0,42,,31,,1,2,2,1,2,2,0,0,0,0,100120,10,1,0,1,4,3,302,,104,102,1,5,4
,,,,1,98-1299,1999,1/11/2000,NEW YORK v. MICHAEL HILL,11/2/1999,,1999-016,1999-016-01,1999-016-01-01,1999-016-01-01-01,1/11/2000,1,528 U.S. 110,120 S. Ct. 659,145 L. Ed. 2d 560,2000 U.S. LEXIS 497,1999,1607,Rehnquist,98-1299,NEW YORK v. MICHAEL HILL,11/2/1999,,28,37,215,,1,,,0,302,37,300,37,0,12,3,2,1,3,0,1,0,0,10350,1,1,0,4,,6,600,18 U.S.C.,105,102,1,9,0
,,,,1,98-822,1999,1/12/2000,"FRIENDS OF THE EARTH, INCORPORATED, et al. v. LAIDLAW ENVIRONMENTAL SERVICES (TOC), INC.",10/12/1999,,1999-001,1999-001-01,1999-001-01-01,1999-001-01-01-01,1/12/2000,1,528 U.S. 167,120 S. Ct. 693,145 L. Ed. 2d 610,2000 U.S. LEXIS 501,1999,1607,Rehnquist,98-822,"FRIENDS OF THE EARTH, INCORPORATED, et al. v. LAIDLAW ENVIRONMENTAL SERVICES (TOC), INC.",10/12/1999,,150,,195,,1,117,48,0,114,,24,,0,2,5,1,1,4,0,1,0,0,90240,9,2,0,4,,3,338,,109,102,1,7,2
,,,,1,98-1036,1999,1/12/2000,ILLINOIS v. WILLIAM AKA SAM WARDLOW,11/2/1999,,1999-017,1999-017-01,1999-017-01-01,1999-017-01-01-01,1/12/2000,1,528 U.S. 119,120 S. Ct. 673,145 L. Ed. 2d 570,2000 U.S. LEXIS 504,1999,1607,Rehnquist,98-1036,ILLINOIS v. WILLIAM AKA SAM WARDLOW,11/2/1999,,28,17,100,,1,,,0,302,17,300,17,0,6,2,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,,102,102,1,5,4
