"","Case","Index","Symbol","estimate","error","t.value","p.value","sig","dateDecision","sctCite","term","docket","shortName"
"397",67,"SPY","HUM","-0.023157","0.015842","-1.461765","0.143806","","6/21/2004","124 S.Ct. 2488",2003,"02-1845","Aetna Health v. Davila"
"398",67,"SPY","XLV","-0.010126","0.005906","-1.714465","0.086443","*","6/21/2004","124 S.Ct. 2488",2003,"02-1845","Aetna Health v. Davila"
"399",67,"XLV","AET","-0.009714","0.012482","-0.778238","0.436429","","6/21/2004","124 S.Ct. 2488",2003,"02-1845","Aetna Health v. Davila"
"400",67,"XLV","HNT","-0.024715","0.022910","-1.078791","0.280681","","6/21/2004","124 S.Ct. 2488",2003,"02-1845","Aetna Health v. Davila"
"401",67,"XLV","UNH","-0.043611","0.011537","-3.780067","0.000157","***","6/21/2004","124 S.Ct. 2488",2003,"02-1845","Aetna Health v. Davila"
"402",67,"XLV","CI","-0.017317","0.013619","-1.271567","0.203527","","6/21/2004","124 S.Ct. 2488",2003,"02-1845","Aetna Health v. Davila"
"403",67,"XLV","HUM","-0.021574","0.015958","-1.351926","0.176399","","6/21/2004","124 S.Ct. 2488",2003,"02-1845","Aetna Health v. Davila"
"404",68,"SPY","AMD","-0.011639","0.029445","-0.395274","0.692641","","6/21/2004","124 S.Ct. 2466",2003,"02-572","Intel v. Advanced Micro Devices"
"405",68,"SPY","INTC","0.011664","0.011928","0.977885","0.328131","","6/21/2004","124 S.Ct. 2466",2003,"02-572","Intel v. Advanced Micro Devices"
"406",68,"XLK","AMD","0.012109","0.032397","0.373765","0.708579","","6/21/2004","124 S.Ct. 2466",2003,"02-572","Intel v. Advanced Micro Devices"
"407",68,"XLK","INTC","0.025241","0.014594","1.729594","0.083703","*","6/21/2004","124 S.Ct. 2466",2003,"02-572","Intel v. Advanced Micro Devices"
"408",69,"SPY","CVX","-0.017503","0.008269","-2.116747","0.034281","**","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"409",69,"SPY","HES","-0.041697","0.014444","-2.886732","0.003893","***","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"410",69,"SPY","XLE","-0.002588","0.008657","-0.298952","0.764977","","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"411",69,"SPY","XOM","-0.017903","0.007529","-2.377768","0.017418","**","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"412",69,"XLE","CVX","-0.021335","0.008678","-2.458398","0.013956","**","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"413",69,"XLE","HES","-0.044280","0.014253","-3.106761","0.001891","***","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"414",69,"XOM","CVX","-0.012423","0.008257","-1.504615","0.132423","","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"415",69,"XOM","HES","-0.035214","0.014311","-2.460633","0.013869","**","6/24/2004","124 S.Ct. 2576",2003,"03-475","Cheney, VP of the U.S. v. U.S. Dist. Ct. of Columbia"
"416",70,"SPY","NSC","-0.016295","0.012810","-1.272078","0.203345","","11/9/2004","125 S.Ct. 385",2004,"02-1028","Norfolk Southern v. Kirby Eng'g, and Allianz Australia Ins. Ltd."
"417",70,"SPY","XLI","-0.007306","0.008558","-0.853710","0.393266","","11/9/2004","125 S.Ct. 385",2004,"02-1028","Norfolk Southern v. Kirby Eng'g, and Allianz Australia Ins. Ltd."
"418",70,"XLI","NSC","-0.018605","0.013979","-1.330925","0.183214","","11/9/2004","125 S.Ct. 385",2004,"02-1028","Norfolk Southern v. Kirby Eng'g, and Allianz Australia Ins. Ltd."
"419",71,"SPY","AVL","-0.017420","0.017075","-1.020225","0.307622","","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"420",71,"SPY","CBE","-0.001501","0.010874","-0.138038","0.890210","","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"421",71,"SPY","XLB","-0.004357","0.008789","-0.495707","0.620101","","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"422",71,"SPY","XLI","-0.017600","0.008875","-1.983080","0.047359","**","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"423",71,"XLB","AVL","-0.013852","0.017202","-0.805276","0.420661","","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"424",71,"XLB","CBE","0.003839","0.011502","0.333756","0.738564","","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"425",71,"XLI","AVL","-0.010195","0.017286","-0.589794","0.555329","","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"426",71,"XLI","CBE","0.007370","0.011808","0.624168","0.532517","","12/13/2004","125 S.Ct. 577",2004,"02-1192","Cooper Indus. v. Aviall Services"
"427",72,"SPY","XOM","0.008678","0.018347","0.472990","0.636220","","3/30/2005","125 S.Ct. 1517",2004,"03-1696","Exxon Mobil v. Saudi Basic Indus."
"428",72,"SPY","XLE","0.016405","0.017639","0.930056","0.352342","","3/30/2005","125 S.Ct. 1517",2004,"03-1696","Exxon Mobil v. Saudi Basic Indus."
"429",72,"XLE","XOM","0.002513","0.013746","0.182814","0.854944","","3/30/2005","125 S.Ct. 1517",2004,"03-1696","Exxon Mobil v. Saudi Basic Indus."
"430",73,"SPY","DOW","-0.030487","0.018617","-1.637555","0.101515","","4/27/2005","125 S.Ct. 1788",2004,"03-388","Bates v. Dow Agrosciences"
"431",73,"SPY","XLB","-0.008080","0.010289","-0.785275","0.432292","","4/27/2005","125 S.Ct. 1788",2004,"03-388","Bates v. Dow Agrosciences"
"432",73,"XLB","DOW","-0.020727","0.020371","-1.017465","0.308932","","4/27/2005","125 S.Ct. 1788",2004,"03-388","Bates v. Dow Agrosciences"
"433",74,"SPY","SAM","-0.010655","0.014481","-0.735783","0.461863","","5/16/2005","125 S.Ct. 1885",2004,"03-1116","Granholm, Gov. of Michigan v. Heald"
"434",74,"SPY","STZ","0.018404","0.014008","1.313864","0.188892","","5/16/2005","125 S.Ct. 1885",2004,"03-1116","Granholm, Gov. of Michigan v. Heald"
"435",74,"SPY","XLP","0.022182","0.009413","2.356644","0.018441","**","5/16/2005","125 S.Ct. 1885",2004,"03-1116","Granholm, Gov. of Michigan v. Heald"
"436",74,"XLP","SAM","-0.012343","0.014580","-0.846583","0.397228","","5/16/2005","125 S.Ct. 1885",2004,"03-1116","Granholm, Gov. of Michigan v. Heald"
"437",74,"XLP","STZ","0.022029","0.015051","1.463624","0.143297","","5/16/2005","125 S.Ct. 1885",2004,"03-1116","Granholm, Gov. of Michigan v. Heald"
"438",75,"SPY","CVX","0.019339","0.019393","0.997230","0.318653","","5/23/2005","125 S.Ct. 2074",2004,"04-163","Lingle, Gov. of Hawaii v. Chevron"
"439",75,"SPY","XLE","0.011943","0.016872","0.707846","0.479041","","5/23/2005","125 S.Ct. 2074",2004,"04-163","Lingle, Gov. of Hawaii v. Chevron"
"440",75,"XLE","CVX","0.009103","0.013933","0.653344","0.513534","","5/23/2005","125 S.Ct. 2074",2004,"04-163","Lingle, Gov. of Hawaii v. Chevron"
"441",76,"SPY","XLY","-0.004358","0.006411","-0.679779","0.496645","","6/6/2005","125 S.Ct. 2169",2004,"03-1388","Spector v. Norwegian Cruise Line"
"442",77,"SPY","IART","0.003271","0.018933","0.172767","0.862835","","6/13/2005","125 S.Ct. 2372",2004,"03-1237","KGAA v. Integra Lifesciences I"
"443",77,"SPY","MRK","0.022919","0.011043","2.075415","0.037948","**","6/13/2005","125 S.Ct. 2372",2004,"03-1237","KGAA v. Integra Lifesciences I"
"444",77,"SPY","XLV","0.006133","0.006616","0.927004","0.353924","","6/13/2005","125 S.Ct. 2372",2004,"03-1237","KGAA v. Integra Lifesciences I"
"445",77,"XLV","IART","0.003055","0.018980","0.160955","0.872129","","6/13/2005","125 S.Ct. 2372",2004,"03-1237","KGAA v. Integra Lifesciences I"
"446",77,"XLV","MRK","0.022947","0.011308","2.029352","0.042422","**","6/13/2005","125 S.Ct. 2372",2004,"03-1237","KGAA v. Integra Lifesciences I"
"447",78,"SPY","YRCW","-0.041491","0.019059","-2.176952","0.029484","**","6/20/2005","125 S.Ct. 2419",2004,"03-1230","AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n"
"448",78,"SPY","XLI","0.005703","0.009619","0.592917","0.553237","","6/20/2005","125 S.Ct. 2419",2004,"03-1230","AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n"
"449",78,"XLI","YRCW","-0.044803","0.018977","-2.360865","0.018232","**","6/20/2005","125 S.Ct. 2419",2004,"03-1230","AM. Trucking Ass'n v. Mich. Pub. Serv. Comm'n"
"450",79,"SPY","XOM","-0.008080","0.011998","-0.673427","0.500676","","6/23/2005","125 S.Ct. 2611",2004,"25659","Exxon Mobil v. Allapattah Services"
"451",79,"SPY","XLE","-0.000171","0.014548","-0.011754","0.990622","","6/23/2005","125 S.Ct. 2611",2004,"25659","Exxon Mobil v. Allapattah Services"
"452",79,"XLE","XOM","-0.016347","0.009581","-1.706204","0.087970","*","6/23/2005","125 S.Ct. 2611",2004,"25659","Exxon Mobil v. Allapattah Services"
"453",80,"SPY","DF","-0.021540","0.027323","-0.788351","0.430491","","11/8/2005","126 S.Ct. 514",2005,"03-1238","IBP v. Alvarez"
"454",80,"SPY","PBJ","-0.000015","0.000878","-0.017086","0.986368","","11/8/2005","126 S.Ct. 514",2005,"03-1238","IBP v. Alvarez"
"455",80,"SPY","TSN","-0.016420","0.014992","-1.095236","0.273413","","11/8/2005","126 S.Ct. 514",2005,"03-1238","IBP v. Alvarez"
"456",81,"SPY","VOLV","0.002781","0.013595","0.204558","0.837918","","1/10/2006","126 S.Ct. 860",2005,"04-905","Volvo v. GMC"
"457",82,"SPY","CAG","0.002500","0.010199","0.245112","0.806370","","1/23/2006","126 S.Ct. 980",2005,"04-597","Unitherm Food Systems"
"458",82,"SPY","PBJ","0.000570","0.000871","0.654099","0.513048","","1/23/2006","126 S.Ct. 980",2005,"04-597","Unitherm Food Systems"
"459",83,"SPY","PBJ","0.001129","0.000959","1.177614","0.238951","","2/21/2006","126 S.Ct. 1195",2005,"05-379","Ash v. Tyson Foods"
"460",83,"SPY","TSN","-0.009476","0.035107","-0.269918","0.787223","","2/21/2006","126 S.Ct. 1195",2005,"05-379","Ash v. Tyson Foods"
"461",84,"SPY","DPZ","-0.002427","0.016048","-0.151233","0.879792","","2/22/2006","126 S.Ct. 1246",2005,"04-593","Domino's Pizza v. McDonald"
"462",84,"SPY","DRI","0.008734","0.015019","0.581537","0.560878","","2/22/2006","126 S.Ct. 1246",2005,"04-593","Domino's Pizza v. McDonald"
"463",84,"SPY","YUM","0.014964","0.013101","1.142208","0.253368","","2/22/2006","126 S.Ct. 1246",2005,"04-593","Domino's Pizza v. McDonald"
"464",85,"SPY","CVX","0.014768","0.013353","1.105985","0.268733","","2/28/2006","126 S.Ct. 1276",2005,"04-805","Texaco v. Dagher"
"465",86,"SPY","ITW","0.026458","0.008793","3.008854","0.002622","***","3/1/2006","126 S.Ct. 1281",2005,"04-1329","Illinois Tool Works v. Indep. Ink"
"466",86,"XLI","ITW","0.031547","0.009565","3.298136","0.000973","***","3/1/2006","126 S.Ct. 1281",2005,"04-1329","Illinois Tool Works v. Indep. Ink"
"467",87,"SPY","MER","0.000868","0.000000","Inf","0.000000","***","3/21/2006","126 S.Ct. 1503",2005,"04-1371","Merrill Lynch v. Dabit"
"468",87,"SPY","XLE","0.007966","0.015039","0.529686","0.596330","","3/21/2006","126 S.Ct. 1503",2005,"04-1371","Merrill Lynch v. Dabit"
"469",87,"XLE","MER","0.000868","0.000000","Inf","0.000000","***","3/21/2006","126 S.Ct. 1503",2005,"04-1371","Merrill Lynch v. Dabit"
"470",88,"SPY","EBAY","-0.049140","0.024219","-2.028971","0.042461","**","5/15/2006","126 S.Ct. 1837",2005,"05-130","Ebay v. Mercexchange"
"471",88,"SPY","XLK","-0.003338","0.009504","-0.351219","0.725424","","5/15/2006","126 S.Ct. 1837",2005,"05-130","Ebay v. Mercexchange"
"472",88,"XLK","EBAY","-0.035627","0.025048","-1.422349","0.154925","","5/15/2006","126 S.Ct. 1837",2005,"05-130","Ebay v. Mercexchange"
"473",89,"SPY","MHK","0.007993","0.014900","0.536434","0.591659","","6/5/2006","126 S.Ct. 2016",2005,"05-465","Mohawk Indus. v. Williams"
"474",89,"SPY","XLY","0.010558","0.006696","1.576844","0.114832","","6/5/2006","126 S.Ct. 2016",2005,"05-465","Mohawk Indus. v. Williams"
"475",89,"XLY","MHK","-0.007670","0.015735","-0.487462","0.625931","","6/5/2006","126 S.Ct. 2016",2005,"05-465","Mohawk Indus. v. Williams"
"476",90,"SPY","BP","0.000764","0.011034","0.069240","0.944798","","12/11/2006","127 S.Ct. 638",2006,"05-669","BP American Prod. v. Burton"
"477",90,"SPY","XES","0.009557","0.011143","0.857664","0.391078","","12/11/2006","127 S.Ct. 638",2006,"05-669","BP American Prod. v. Burton"
"478",90,"SPY","XLE","0.004374","0.014433","0.303052","0.761850","","12/11/2006","127 S.Ct. 638",2006,"05-669","BP American Prod. v. Burton"
"479",90,"XES","BP","-0.000623","0.011905","-0.052332","0.958264","","12/11/2006","127 S.Ct. 638",2006,"05-669","BP American Prod. v. Burton"
"480",90,"XES","XLE","0.003027","0.015790","0.191699","0.847978","","12/11/2006","127 S.Ct. 638",2006,"05-669","BP American Prod. v. Burton"
"481",90,"XLE","BP","-0.001451","0.009640","-0.150513","0.880360","","12/11/2006","127 S.Ct. 638",2006,"05-669","BP American Prod. v. Burton"
"482",90,"XLE","XES","0.009578","0.011150","0.859017","0.390331","","12/11/2006","127 S.Ct. 638",2006,"05-669","BP American Prod. v. Burton"
"483",91,"SPY","AZN","-0.005187","0.011028","-0.470364","0.638095","","1/9/2007","127 S.Ct. 764",2006,"05-608","Medimmune v. Genetech"
"484",91,"SPY","XPH","-0.000476","0.000859","-0.554012","0.579571","","1/9/2007","127 S.Ct. 764",2006,"05-608","Medimmune v. Genetech"
"485",91,"XPH","AZN","-0.001325","0.012075","-0.109735","0.912620","","1/9/2007","127 S.Ct. 764",2006,"05-608","Medimmune v. Genetech"
"486",92,"SPY","NSC","0.013961","0.019586","0.712795","0.475973","","1/10/2007","127 S.Ct. 799",2006,"05-746","Norfolk Southern v. Sorrell"
"487",92,"SPY","XLI","0.004186","0.006711","0.623742","0.532797","","1/10/2007","127 S.Ct. 799",2006,"05-746","Norfolk Southern v. Sorrell"
"488",92,"XLI","NSC","0.016220","0.020963","0.773753","0.439077","","1/10/2007","127 S.Ct. 799",2006,"05-746","Norfolk Southern v. Sorrell"
"489",93,"SPY","MO","-0.019594","0.008614","-2.274743","0.022921","**","2/20/2007","127 S.Ct. 1057",2006,"05-1256","Philip Morris USA v. Williams"
"490",93,"SPY","XLP","-0.007503","0.004970","-1.509684","0.131124","","2/20/2007","127 S.Ct. 1057",2006,"05-1256","Philip Morris USA v. Williams"
"491",93,"XLP","MO","-0.017702","0.008777","-2.016905","0.043705","**","2/20/2007","127 S.Ct. 1057",2006,"05-1256","Philip Morris USA v. Williams"
"492",94,"SPY","WY","-0.010221","0.036456","-0.280366","0.779197","","2/20/2007","127 S.Ct. 1069",2006,"05-381","Weyerhaeuser Co. v. Ross-Simmons Hardwood Lumber"
"493",94,"SPY","XLF","0.001530","0.004600","0.332609","0.739430","","2/20/2007","127 S.Ct. 1069",2006,"05-381","Weyerhaeuser Co. v. Ross-Simmons Hardwood Lumber"
"494",94,"XLF","WY","-0.010767","0.036441","-0.295462","0.767641","","2/20/2007","127 S.Ct. 1069",2006,"05-381","Weyerhaeuser Co. v. Ross-Simmons Hardwood Lumber"
"495",95,"SPY","PCG","0.009822","0.014810","0.663182","0.507214","","3/20/2007","127 S.Ct. 1199",2006,"05-1429","Travelers Cas. & Sur. v. Pacific Gas and Elec."
"496",95,"SPY","TRV","0.015342","0.018067","0.849155","0.395795","","3/20/2007","127 S.Ct. 1199",2006,"05-1429","Travelers Cas. & Sur. v. Pacific Gas and Elec."
"497",95,"SPY","XLU","0.002849","0.013178","0.216192","0.828838","","3/20/2007","127 S.Ct. 1199",2006,"05-1429","Travelers Cas. & Sur. v. Pacific Gas and Elec."
"498",95,"XLU","PCG","0.011041","0.010047","1.098968","0.271782","","3/20/2007","127 S.Ct. 1199",2006,"05-1429","Travelers Cas. & Sur. v. Pacific Gas and Elec."
"499",95,"XLU","TRV","0.026850","0.019274","1.393062","0.163601","","3/20/2007","127 S.Ct. 1199",2006,"05-1429","Travelers Cas. & Sur. v. Pacific Gas and Elec."
"500",96,"SPY","ROK","0.008151","0.014875","0.547953","0.583724","","3/27/2007","127 S.Ct. 1397",2006,"05-1272","Rockwell Int'l v. U.S."
"501",96,"SPY","XLI","-0.009809","0.008298","-1.182123","0.237157","","3/27/2007","127 S.Ct. 1397",2006,"05-1272","Rockwell Int'l v. U.S."
"502",96,"XLI","ROK","0.005205","0.016027","0.324764","0.745360","","3/27/2007","127 S.Ct. 1397",2006,"05-1272","Rockwell Int'l v. U.S."
"503",97,"SPY","DUK","0.025461","0.013046","1.951695","0.050974","*","4/2/2007","127 S.Ct. 1423",2006,"05-848","Envtl. Def. v. Duke Energy"
"504",97,"SPY","XLU","0.014400","0.008765","1.642879","0.100408","","4/2/2007","127 S.Ct. 1423",2006,"05-848","Envtl. Def. v. Duke Energy"
"505",97,"XLU","DUK","0.014396","0.011620","1.238928","0.215372","","4/2/2007","127 S.Ct. 1423",2006,"05-848","Envtl. Def. v. Duke Energy"
"506",98,"SPY","F","0.029083","0.019491","1.492105","0.135672","","4/2/2007","127 S.Ct. 1438",2006,"05-1120","Mass. v. EPA"
"507",98,"SPY","GM","0.034217","0.023799","1.437720","0.150513","","4/2/2007","127 S.Ct. 1438",2006,"05-1120","Mass. v. EPA"
"508",98,"SPY","TM","0.007920","0.009195","0.861340","0.389051","","4/2/2007","127 S.Ct. 1438",2006,"05-1120","Mass. v. EPA"
"509",98,"SPY","XLY","-0.000432","0.006212","-0.069544","0.944556","","4/2/2007","127 S.Ct. 1438",2006,"05-1120","Mass. v. EPA"
"510",98,"XLY","F","0.030019","0.019160","1.566753","0.117172","","4/2/2007","127 S.Ct. 1438",2006,"05-1120","Mass. v. EPA"
"511",98,"XLY","GM","0.038629","0.024448","1.580041","0.114097","","4/2/2007","127 S.Ct. 1438",2006,"05-1120","Mass. v. EPA"
"512",98,"XLY","TM","0.010153","0.009597","1.057918","0.290093","","4/2/2007","127 S.Ct. 1438",2006,"05-1120","Mass. v. EPA"
"513",99,"SPY","GLBC","-0.076904","0.034466","-2.231332","0.025659","**","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"514",99,"SPY","VOX","-0.007325","0.001853","-3.954034","0.000077","***","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"515",99,"SPY","IYZ","-0.005473","0.006131","-0.892646","0.372047","","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"516",99,"SPY","XLF","0.004894","0.006580","0.743727","0.457042","","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"517",99,"IYZ","GLBC","-0.076380","0.034617","-2.206461","0.027352","**","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"518",99,"IYZ","VOX","-0.007143","0.001852","-3.857916","0.000114","***","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"519",99,"IYZ","XLF","0.006578","0.009338","0.704454","0.481150","","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"520",99,"XLF","GLBC","-0.078365","0.034516","-2.270411","0.023183","**","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"521",99,"XLF","VOX","-0.007428","0.001862","-3.988503","0.000066","***","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"522",99,"XLF","IYZ","-0.006368","0.006495","-0.980514","0.326832","","4/17/2007","127 S.Ct. 1513",2006,"05-705","Global Crossing Telecomm. v. Metrophones Telecomm."
"523",100,"SPY","MSFT","0.020294","0.014114","1.437839","0.150480","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"524",100,"SPY","TFX","-0.025642","0.009996","-2.565206","0.010311","**","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"525",100,"SPY","VOX","-0.006344","0.002317","-2.737887","0.006184","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"526",100,"SPY","IYZ","-0.002163","0.004804","-0.450264","0.652520","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"527",100,"SPY","XLF","0.000618","0.004655","0.132764","0.894380","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"528",100,"SPY","XLK","0.001386","0.006558","0.211337","0.832624","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"529",100,"SPY","XLV","0.005170","0.004867","1.062270","0.288113","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"530",100,"SPY","XLY","0.006928","0.004971","1.393630","0.163429","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"531",100,"IYZ","MSFT","0.012478","0.015061","0.828472","0.407403","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"532",100,"IYZ","TFX","-0.029671","0.010285","-2.884982","0.003914","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"533",100,"IYZ","VOX","-0.006674","0.002326","-2.868844","0.004120","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"534",100,"IYZ","XLF","-0.008736","0.007682","-1.137238","0.255439","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"535",100,"IYZ","XLK","-0.006533","0.008449","-0.773254","0.439372","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"536",100,"IYZ","XLV","-0.000358","0.006132","-0.058378","0.953447","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"537",100,"IYZ","XLY","-0.000170","0.006788","-0.025045","0.980019","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"538",100,"XLF","MSFT","0.015584","0.014715","1.059023","0.289589","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"539",100,"XLF","TFX","-0.026121","0.009892","-2.640574","0.008277","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"540",100,"XLF","VOX","-0.006424","0.002315","-2.774537","0.005528","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"541",100,"XLF","IYZ","-0.003034","0.004864","-0.623704","0.532822","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"542",100,"XLF","XLK","-0.002982","0.007637","-0.390453","0.696202","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"543",100,"XLF","XLV","0.001955","0.005649","0.346066","0.729293","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"544",100,"XLF","XLY","0.004617","0.005215","0.885396","0.375943","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"545",100,"XLK","MSFT","0.015407","0.014357","1.073153","0.283203","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"546",100,"XLK","TFX","-0.028636","0.010216","-2.803122","0.005061","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"547",100,"XLK","VOX","-0.006604","0.002323","-2.842920","0.004470","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"548",100,"XLK","IYZ","-0.003272","0.004829","-0.677622","0.498012","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"549",100,"XLK","XLF","-0.006581","0.006893","-0.954756","0.339701","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"550",100,"XLK","XLV","0.001120","0.005581","0.200670","0.840957","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"551",100,"XLK","XLY","0.001487","0.006285","0.236606","0.812962","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"552",100,"XLV","MSFT","0.011771","0.014535","0.809825","0.418040","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"553",100,"XLV","TFX","-0.029577","0.010255","-2.884221","0.003924","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"554",100,"XLV","VOX","-0.006791","0.002324","-2.921925","0.003479","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"555",100,"XLV","IYZ","-0.004114","0.004818","-0.853950","0.393133","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"556",100,"XLV","XLF","-0.009265","0.007008","-1.322004","0.186167","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"557",100,"XLV","XLK","-0.007307","0.007672","-0.952440","0.340874","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"558",100,"XLV","XLY","-0.000464","0.006283","-0.073845","0.941134","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"559",100,"XLY","MSFT","0.011292","0.014562","0.775457","0.438070","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"560",100,"XLY","TFX","-0.029392","0.010041","-2.927144","0.003421","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"561",100,"XLY","VOX","-0.006729","0.002323","-2.896622","0.003772","***","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"562",100,"XLY","IYZ","-0.004327","0.004907","-0.881713","0.377932","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"563",100,"XLY","XLF","-0.009338","0.005954","-1.568439","0.116779","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"564",100,"XLY","XLK","-0.007833","0.007950","-0.985234","0.324509","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"565",100,"XLY","XLV","-0.001352","0.005783","-0.233797","0.815143","","4/30/2007","127 S.Ct. 1746",2006,"05-1056","Microsoft v. AT&T"
"566",101,"SPY","VZ","-0.013500","0.009737","-1.386492","0.165597","","5/21/2007","127 S.Ct. 1955",2006,"05-1126","Bell Atlantic v. Twombly"
