case,index,symbol,estimate,error,t_value,p_value,sig,date_decision_x,sct_cite_x,term_x,docket_x,case_short_name_x,case_disposition,case_name,date_argument,date_decision_y,docket_y,issue,issue_area,law_type,lc_disagreement,petitioner,respondent,sct_cite_y,case_short_name_y,term_y,vote_margin,abs_estimate,delay_argued,delay_argued_months,petitioner_name,respondent_name,case_disposition_name
12,SPY,CVX,0.005295,0.018049000000000003,0.29336999999999996,0.769239,,12/4/2000,121 S.Ct. 471,2000,00-836,Bush v. Palm Beach Cnty. Canvassing Bd.,5.0,"GEORGE W. BUSH v. PALM BEACH COUNTY CANVASSING BOARD, et al.",12/1/2000,12/4/2000,00-836,90190.0,9.0,,0.0,211.0,18.0,121 S.Ct. 471,Bush v. Palm Beach Cnty. Canvassing Bd.,2000.0,9.0,0.005295,3,0,"political candidate, activist, c",local governmental unit other th,Vacated and Remanded
12,SPY,XOM,0.012778,0.025072999999999998,0.509629,0.610312,,12/4/2000,121 S.Ct. 471,2000,00-836,Bush v. Palm Beach Cnty. Canvassing Bd.,5.0,"GEORGE W. BUSH v. PALM BEACH COUNTY CANVASSING BOARD, et al.",12/1/2000,12/4/2000,00-836,90190.0,9.0,,0.0,211.0,18.0,121 S.Ct. 471,Bush v. Palm Beach Cnty. Canvassing Bd.,2000.0,9.0,0.012778,3,0,"political candidate, activist, c",local governmental unit other th,Vacated and Remanded
12,SPY,XLE,0.054412,0.018737,2.903973,0.0036850000000000003,***,12/4/2000,121 S.Ct. 471,2000,00-836,Bush v. Palm Beach Cnty. Canvassing Bd.,5.0,"GEORGE W. BUSH v. PALM BEACH COUNTY CANVASSING BOARD, et al.",12/1/2000,12/4/2000,00-836,90190.0,9.0,,0.0,211.0,18.0,121 S.Ct. 471,Bush v. Palm Beach Cnty. Canvassing Bd.,2000.0,9.0,0.054412,3,0,"political candidate, activist, c",local governmental unit other th,Vacated and Remanded
12,XLE,BP,0.011177,0.019962999999999998,0.559879,0.575562,,12/4/2000,121 S.Ct. 471,2000,00-836,Bush v. Palm Beach Cnty. Canvassing Bd.,5.0,"GEORGE W. BUSH v. PALM BEACH COUNTY CANVASSING BOARD, et al.",12/1/2000,12/4/2000,00-836,90190.0,9.0,,0.0,211.0,18.0,121 S.Ct. 471,Bush v. Palm Beach Cnty. Canvassing Bd.,2000.0,9.0,0.011177,3,0,"political candidate, activist, c",local governmental unit other th,Vacated and Remanded
12,XLE,CVX,0.006940999999999999,0.018622,0.372728,0.7093510000000001,,12/4/2000,121 S.Ct. 471,2000,00-836,Bush v. Palm Beach Cnty. Canvassing Bd.,5.0,"GEORGE W. BUSH v. PALM BEACH COUNTY CANVASSING BOARD, et al.",12/1/2000,12/4/2000,00-836,90190.0,9.0,,0.0,211.0,18.0,121 S.Ct. 471,Bush v. Palm Beach Cnty. Canvassing Bd.,2000.0,9.0,0.006940999999999999,3,0,"political candidate, activist, c",local governmental unit other th,Vacated and Remanded
12,XLE,XOM,0.005107,0.02588,0.19733,0.843569,,12/4/2000,121 S.Ct. 471,2000,00-836,Bush v. Palm Beach Cnty. Canvassing Bd.,5.0,"GEORGE W. BUSH v. PALM BEACH COUNTY CANVASSING BOARD, et al.",12/1/2000,12/4/2000,00-836,90190.0,9.0,,0.0,211.0,18.0,121 S.Ct. 471,Bush v. Palm Beach Cnty. Canvassing Bd.,2000.0,9.0,0.005107,3,0,"political candidate, activist, c",local governmental unit other th,Vacated and Remanded
13,SPY,BP,-0.023106,0.0205,-1.1271120000000001,0.259695,,12/12/2000,121 S.Ct. 525,2000,00-949,Bush and Cheney v. Gore,4.0,"GEORGE W. BUSH AND RICHARD CHENEY v. ALBERT GORE, JR., et al.",12/11/2000,12/12/2000,00-949,20010.0,2.0,6.0,0.0,211.0,211.0,121 S.Ct. 525,Bush and Cheney v. Gore,2000.0,1.0,0.023106,1,0,"political candidate, activist, c","political candidate, activist, c",Reversed and Remanded
13,SPY,CVX,0.012218000000000001,0.019837,0.6159100000000001,0.537954,,12/12/2000,121 S.Ct. 525,2000,00-949,Bush and Cheney v. Gore,4.0,"GEORGE W. BUSH AND RICHARD CHENEY v. ALBERT GORE, JR., et al.",12/11/2000,12/12/2000,00-949,20010.0,2.0,6.0,0.0,211.0,211.0,121 S.Ct. 525,Bush and Cheney v. Gore,2000.0,1.0,0.012218000000000001,1,0,"political candidate, activist, c","political candidate, activist, c",Reversed and Remanded
13,SPY,XOM,0.030133,0.024815,1.214314,0.22462800000000002,,12/12/2000,121 S.Ct. 525,2000,00-949,Bush and Cheney v. Gore,4.0,"GEORGE W. BUSH AND RICHARD CHENEY v. ALBERT GORE, JR., et al.",12/11/2000,12/12/2000,00-949,20010.0,2.0,6.0,0.0,211.0,211.0,121 S.Ct. 525,Bush and Cheney v. Gore,2000.0,1.0,0.030133,1,0,"political candidate, activist, c","political candidate, activist, c",Reversed and Remanded
13,SPY,XLE,-0.017512,0.021103,-0.829828,0.406636,,12/12/2000,121 S.Ct. 525,2000,00-949,Bush and Cheney v. Gore,4.0,"GEORGE W. BUSH AND RICHARD CHENEY v. ALBERT GORE, JR., et al.",12/11/2000,12/12/2000,00-949,20010.0,2.0,6.0,0.0,211.0,211.0,121 S.Ct. 525,Bush and Cheney v. Gore,2000.0,1.0,0.017512,1,0,"political candidate, activist, c","political candidate, activist, c",Reversed and Remanded
13,XLE,BP,-0.027110000000000002,0.020561000000000003,-1.31854,0.187323,,12/12/2000,121 S.Ct. 525,2000,00-949,Bush and Cheney v. Gore,4.0,"GEORGE W. BUSH AND RICHARD CHENEY v. ALBERT GORE, JR., et al.",12/11/2000,12/12/2000,00-949,20010.0,2.0,6.0,0.0,211.0,211.0,121 S.Ct. 525,Bush and Cheney v. Gore,2000.0,1.0,0.027110000000000002,1,0,"political candidate, activist, c","political candidate, activist, c",Reversed and Remanded
13,XLE,CVX,0.005323,0.020281999999999998,0.262445,0.792978,,12/12/2000,121 S.Ct. 525,2000,00-949,Bush and Cheney v. Gore,4.0,"GEORGE W. BUSH AND RICHARD CHENEY v. ALBERT GORE, JR., et al.",12/11/2000,12/12/2000,00-949,20010.0,2.0,6.0,0.0,211.0,211.0,121 S.Ct. 525,Bush and Cheney v. Gore,2000.0,1.0,0.005323,1,0,"political candidate, activist, c","political candidate, activist, c",Reversed and Remanded
13,XLE,XOM,0.019791999999999997,0.025488999999999998,0.7764770000000001,0.437468,,12/12/2000,121 S.Ct. 525,2000,00-949,Bush and Cheney v. Gore,4.0,"GEORGE W. BUSH AND RICHARD CHENEY v. ALBERT GORE, JR., et al.",12/11/2000,12/12/2000,00-949,20010.0,2.0,6.0,0.0,211.0,211.0,121 S.Ct. 525,Bush and Cheney v. Gore,2000.0,1.0,0.019791999999999997,1,0,"political candidate, activist, c","political candidate, activist, c",Reversed and Remanded
14,SPY,JNJ,-0.000495,0.017064,-0.029008,0.976858,,2/21/2001,121 S.Ct. 1012,2000,98-1768,Buckman Co. v. Plaintiffs' Legal Comm.,3.0,BUCKMAN COMPANY v. Plaintiffs' LEGAL COMMITTEE,12/4/2000,2/21/2001,98-1768,100030.0,10.0,3.0,1.0,184.0,208.0,121 S.Ct. 1012,Buckman Co. v. Plaintiffs' Legal Comm.,2000.0,9.0,0.000495,79,2,manufacturer,"physically injured person, inclu",Reversed
14,SPY,XLV,-0.015257,0.00634,-2.406641,0.0161,**,2/21/2001,121 S.Ct. 1012,2000,98-1768,Buckman Co. v. Plaintiffs' Legal Comm.,3.0,BUCKMAN COMPANY v. Plaintiffs' LEGAL COMMITTEE,12/4/2000,2/21/2001,98-1768,100030.0,10.0,3.0,1.0,184.0,208.0,121 S.Ct. 1012,Buckman Co. v. Plaintiffs' Legal Comm.,2000.0,9.0,0.015257,79,2,manufacturer,"physically injured person, inclu",Reversed
14,XLV,JNJ,0.000805,0.017666,0.045567,0.9636549999999999,,2/21/2001,121 S.Ct. 1012,2000,98-1768,Buckman Co. v. Plaintiffs' Legal Comm.,3.0,BUCKMAN COMPANY v. Plaintiffs' LEGAL COMMITTEE,12/4/2000,2/21/2001,98-1768,100030.0,10.0,3.0,1.0,184.0,208.0,121 S.Ct. 1012,Buckman Co. v. Plaintiffs' Legal Comm.,2000.0,9.0,0.000805,79,2,manufacturer,"physically injured person, inclu",Reversed
15,SPY,F,-0.06134,0.031569,-1.94307,0.052008000000000006,*,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.06134,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,SPY,GM,-0.05941799999999999,0.024309,-2.444238,0.014516,**,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.05941799999999999,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,SPY,HMC,-0.012076,0.005754,-2.098582,0.035854000000000004,**,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.012076,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,SPY,TM,-0.003073,0.005571,-0.551624,0.581206,,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.003073,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,SPY,XLY,0.001389,0.007490999999999999,0.185411,0.852907,,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.001389,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,XLY,F,-0.068913,0.032777,-2.1025,0.035509,**,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.068913,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,XLY,GM,-0.067474,0.026050999999999998,-2.590044,0.009595999999999999,***,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.067474,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,XLY,HMC,-0.011892,0.005757,-2.0655639999999997,0.03887,**,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.011892,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
15,XLY,TM,-0.002933,0.005571,-0.526467,0.598564,,2/27/2001,121 S.Ct. 903,2000,99-1257,EPA v. AM. Trucking Ass'n,7.0,"CHRISTINE TODD WHITMAN, ADMINISTRATOR OF ENVIRONMENTAL PROTECTION AGENCY, et al. v. AMERICAN TRUCKING ASSOCIATIONS, INC., et al.",11/7/2000,2/27/2001,99-1257,80130.0,8.0,3.0,1.0,333.0,245.0,121 S.Ct. 903,EPA v. AM. Trucking Ass'n,2000.0,9.0,0.002933,112,3,Environmental Protection Agency ,"trucking company, or motor carri",Affirmed and Reversed and Remanded in Part
16,SPY,LMT,0.010006000000000001,0.035189,0.284353,0.7761399999999999,,2/27/2001,121 S.Ct. 1021,2000,99-1551,Semtek v. Lockheed Martin,4.0,SEMTEK INTERNATIONAL INCORPORATED v. LOCKHEED MARTIN CORPORATION,12/5/2000,2/27/2001,99-1551,90460.0,9.0,4.0,0.0,122.0,104.0,121 S.Ct. 1021,Semtek v. Lockheed Martin,2000.0,9.0,0.010006000000000001,84,2,"business, corporation",airline,Reversed and Remanded
16,SPY,XLI,-0.011040000000000001,0.008394,-1.315224,0.188435,,2/27/2001,121 S.Ct. 1021,2000,99-1551,Semtek v. Lockheed Martin,4.0,SEMTEK INTERNATIONAL INCORPORATED v. LOCKHEED MARTIN CORPORATION,12/5/2000,2/27/2001,99-1551,90460.0,9.0,4.0,0.0,122.0,104.0,121 S.Ct. 1021,Semtek v. Lockheed Martin,2000.0,9.0,0.011040000000000001,84,2,"business, corporation",airline,Reversed and Remanded
16,XLI,LMT,4.8e-05,0.036537,0.001314,0.9989520000000001,,2/27/2001,121 S.Ct. 1021,2000,99-1551,Semtek v. Lockheed Martin,4.0,SEMTEK INTERNATIONAL INCORPORATED v. LOCKHEED MARTIN CORPORATION,12/5/2000,2/27/2001,99-1551,90460.0,9.0,4.0,0.0,122.0,104.0,121 S.Ct. 1021,Semtek v. Lockheed Martin,2000.0,9.0,4.8e-05,84,2,"business, corporation",airline,Reversed and Remanded
17,SPY,CC,-0.091445,0.038598,-2.369134,0.017830000000000002,**,3/21/2001,121 S.Ct. 1302,2000,99-1379,Circuit City v. Saint Clair Adams,4.0,"CIRCUIT CITY STORES, INC. v. SAINT CLAIR ADAMS",11/6/2000,3/21/2001,99-1379,70010.0,7.0,6.0,0.0,151.0,145.0,121 S.Ct. 1302,Circuit City v. Saint Clair Adams,2000.0,1.0,0.091445,135,4,employer. If employer's relation,"employee, or job applicant, incl",Reversed and Remanded
17,SPY,XLY,-0.029046,0.015982,-1.8174560000000002,0.069147,*,3/21/2001,121 S.Ct. 1302,2000,99-1379,Circuit City v. Saint Clair Adams,4.0,"CIRCUIT CITY STORES, INC. v. SAINT CLAIR ADAMS",11/6/2000,3/21/2001,99-1379,70010.0,7.0,6.0,0.0,151.0,145.0,121 S.Ct. 1302,Circuit City v. Saint Clair Adams,2000.0,1.0,0.029046,135,4,employer. If employer's relation,"employee, or job applicant, incl",Reversed and Remanded
17,XLY,CC,-0.092751,0.038898,-2.384489,0.017103,**,3/21/2001,121 S.Ct. 1302,2000,99-1379,Circuit City v. Saint Clair Adams,4.0,"CIRCUIT CITY STORES, INC. v. SAINT CLAIR ADAMS",11/6/2000,3/21/2001,99-1379,70010.0,7.0,6.0,0.0,151.0,145.0,121 S.Ct. 1302,Circuit City v. Saint Clair Adams,2000.0,1.0,0.092751,135,4,employer. If employer's relation,"employee, or job applicant, incl",Reversed and Remanded
18,SPY,CBE,0.021903,0.020302,1.07885,0.280654,,5/14/2001,121 S.Ct. 1678,2000,99-2035,Copper Industries v. Leatherman Tool Grp.,5.0,"COOPER INDUSTRIES, INC. v. LEATHERMAN TOOL GROUP, INC.",2/26/2001,5/14/2001,99-2035,80080.0,8.0,2.0,0.0,184.0,184.0,121 S.Ct. 1678,Copper Industries v. Leatherman Tool Grp.,2000.0,7.0,0.021903,77,2,manufacturer,manufacturer,Vacated and Remanded
18,SPY,XLI,0.003735,0.005631000000000001,0.6632640000000001,0.507162,,5/14/2001,121 S.Ct. 1678,2000,99-2035,Copper Industries v. Leatherman Tool Grp.,5.0,"COOPER INDUSTRIES, INC. v. LEATHERMAN TOOL GROUP, INC.",2/26/2001,5/14/2001,99-2035,80080.0,8.0,2.0,0.0,184.0,184.0,121 S.Ct. 1678,Copper Industries v. Leatherman Tool Grp.,2000.0,7.0,0.003735,77,2,manufacturer,manufacturer,Vacated and Remanded
18,XLI,CBE,0.021779,0.020645,1.054914,0.291464,,5/14/2001,121 S.Ct. 1678,2000,99-2035,Copper Industries v. Leatherman Tool Grp.,5.0,"COOPER INDUSTRIES, INC. v. LEATHERMAN TOOL GROUP, INC.",2/26/2001,5/14/2001,99-2035,80080.0,8.0,2.0,0.0,184.0,184.0,121 S.Ct. 1678,Copper Industries v. Leatherman Tool Grp.,2000.0,7.0,0.021779,77,2,manufacturer,manufacturer,Vacated and Remanded
19,SPY,DD,-0.014096000000000001,0.022706,-0.6208130000000001,0.534722,,6/4/2001,121 S.Ct. 1946,2000,00-763,Polland v. DuPont,4.0,SHARON B. POLLARD v. E. I. DU PONT DE NEMOURS & COMPANY,4/23/2001,6/4/2001,00-763,20140.0,2.0,3.0,0.0,154.0,151.0,121 S.Ct. 1946,Polland v. DuPont,2000.0,8.0,0.014096000000000001,42,1,female employee or job applicant,employer. If employer's relation,Reversed and Remanded
19,SPY,XLI,0.019469999999999998,0.009828,1.9811459999999999,0.047575,**,6/4/2001,121 S.Ct. 1946,2000,00-763,Polland v. DuPont,4.0,SHARON B. POLLARD v. E. I. DU PONT DE NEMOURS & COMPANY,4/23/2001,6/4/2001,00-763,20140.0,2.0,3.0,0.0,154.0,151.0,121 S.Ct. 1946,Polland v. DuPont,2000.0,8.0,0.019469999999999998,42,1,female employee or job applicant,employer. If employer's relation,Reversed and Remanded
19,XLI,DD,-0.0007650000000000001,0.024347,-0.03142,0.974934,,6/4/2001,121 S.Ct. 1946,2000,00-763,Polland v. DuPont,4.0,SHARON B. POLLARD v. E. I. DU PONT DE NEMOURS & COMPANY,4/23/2001,6/4/2001,00-763,20140.0,2.0,3.0,0.0,154.0,151.0,121 S.Ct. 1946,Polland v. DuPont,2000.0,8.0,0.0007650000000000001,42,1,female employee or job applicant,employer. If employer's relation,Reversed and Remanded
20,SPY,MEA,0.0022670000000000004,0.025241,0.08981499999999999,0.928434,,6/18/2001,121 S.Ct. 2164,2000,99-1434,U.S. v. Mead Corp.,5.0,UNITED STATES v. MEAD CORPORATION,11/8/2000,6/18/2001,99-1434,90120.0,9.0,6.0,0.0,27.0,234.0,121 S.Ct. 2164,U.S. v. Mead Corp.,2000.0,7.0,0.0022670000000000004,222,7,United States,"shipper, including importer and ",Vacated and Remanded
20,SPY,XLB,-0.00182,0.011062,-0.164522,0.8693200000000001,,6/18/2001,121 S.Ct. 2164,2000,99-1434,U.S. v. Mead Corp.,5.0,UNITED STATES v. MEAD CORPORATION,11/8/2000,6/18/2001,99-1434,90120.0,9.0,6.0,0.0,27.0,234.0,121 S.Ct. 2164,U.S. v. Mead Corp.,2000.0,7.0,0.00182,222,7,United States,"shipper, including importer and ",Vacated and Remanded
20,XLB,MEA,0.001604,0.026045999999999996,0.061584,0.950894,,6/18/2001,121 S.Ct. 2164,2000,99-1434,U.S. v. Mead Corp.,5.0,UNITED STATES v. MEAD CORPORATION,11/8/2000,6/18/2001,99-1434,90120.0,9.0,6.0,0.0,27.0,234.0,121 S.Ct. 2164,U.S. v. Mead Corp.,2000.0,7.0,0.001604,222,7,United States,"shipper, including importer and ",Vacated and Remanded
21,SPY,ENL,0.000298,0.005357,0.055623,0.955642,,6/25/2001,121 S.Ct. 2381,2000,00-201,N.Y. Times v. Tasini,2.0,"NEW YORK TIMES COMPANY, INC., et al. v. JONATHAN TASINI, et al.",3/28/2001,6/25/2001,00-201,80190.0,8.0,6.0,0.0,220.0,112.0,121 S.Ct. 2381,N.Y. Times v. Tasini,2000.0,5.0,0.000298,89,2,"publisher, publishing company","author, copyright holder",Affirmed
21,SPY,XLI,0.003498,0.0020210000000000002,1.731154,0.083424,*,6/25/2001,121 S.Ct. 2381,2000,00-201,N.Y. Times v. Tasini,2.0,"NEW YORK TIMES COMPANY, INC., et al. v. JONATHAN TASINI, et al.",3/28/2001,6/25/2001,00-201,80190.0,8.0,6.0,0.0,220.0,112.0,121 S.Ct. 2381,N.Y. Times v. Tasini,2000.0,5.0,0.003498,89,2,"publisher, publishing company","author, copyright holder",Affirmed
21,XLI,ENL,0.00047000000000000004,0.005378,0.087389,0.9303629999999999,,6/25/2001,121 S.Ct. 2381,2000,00-201,N.Y. Times v. Tasini,2.0,"NEW YORK TIMES COMPANY, INC., et al. v. JONATHAN TASINI, et al.",3/28/2001,6/25/2001,00-201,80190.0,8.0,6.0,0.0,220.0,112.0,121 S.Ct. 2381,N.Y. Times v. Tasini,2000.0,5.0,0.00047000000000000004,89,2,"publisher, publishing company","author, copyright holder",Affirmed
22,SPY,UNFI,-0.038586,0.032888,-1.1732559999999999,0.240693,,6/25/2001,121 S.Ct. 2334,2000,00-276,Dept. of Agric. v. United Foods,2.0,"UNITED STATES AND DEPARTMENT OF AGRICULTURE v. UNITED FOODS, INC.",4/17/2001,6/25/2001,00-276,30020.0,3.0,6.0,0.0,304.0,152.0,121 S.Ct. 2334,Dept. of Agric. v. United Foods,2000.0,3.0,0.038586,69,2,Department or Secretary of Agric,"farmer, farm worker, or farm org",Affirmed
22,SPY,XLP,-0.011914,0.007476000000000001,-1.593656,0.11101300000000001,,6/25/2001,121 S.Ct. 2334,2000,00-276,Dept. of Agric. v. United Foods,2.0,"UNITED STATES AND DEPARTMENT OF AGRICULTURE v. UNITED FOODS, INC.",4/17/2001,6/25/2001,00-276,30020.0,3.0,6.0,0.0,304.0,152.0,121 S.Ct. 2334,Dept. of Agric. v. United Foods,2000.0,3.0,0.011914,69,2,Department or Secretary of Agric,"farmer, farm worker, or farm org",Affirmed
22,XLP,UNFI,-0.034283,0.032849,-1.043662,0.296642,,6/25/2001,121 S.Ct. 2334,2000,00-276,Dept. of Agric. v. United Foods,2.0,"UNITED STATES AND DEPARTMENT OF AGRICULTURE v. UNITED FOODS, INC.",4/17/2001,6/25/2001,00-276,30020.0,3.0,6.0,0.0,304.0,152.0,121 S.Ct. 2334,Dept. of Agric. v. United Foods,2000.0,3.0,0.034283,69,2,Department or Secretary of Agric,"farmer, farm worker, or farm org",Affirmed
23,SPY,BTI,0.001125,0.055165,0.020393,0.9837299999999999,,6/28/2001,121 S.Ct. 2404,2000,00-596,Lorillard Tobacco v. Reilly,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000.0,1.0,0.001125,64,2,manufacturer,"governmental official, or an off",Affirmed and Reversed and Remanded in Part
23,SPY,MO,0.025352,0.020797,1.219013,0.22283899999999998,,6/28/2001,121 S.Ct. 2404,2000,00-596,Lorillard Tobacco v. Reilly,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000.0,1.0,0.025352,64,2,manufacturer,"governmental official, or an off",Affirmed and Reversed and Remanded in Part
23,SPY,RAI,-0.0040219999999999995,0.018262,-0.220244,0.825681,,6/28/2001,121 S.Ct. 2404,2000,00-596,Lorillard Tobacco v. Reilly,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000.0,1.0,0.0040219999999999995,64,2,manufacturer,"governmental official, or an off",Affirmed and Reversed and Remanded in Part
23,SPY,UVV,0.017764,0.014406,1.2331159999999999,0.217533,,6/28/2001,121 S.Ct. 2404,2000,00-596,Lorillard Tobacco v. Reilly,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000.0,1.0,0.017764,64,2,manufacturer,"governmental official, or an off",Affirmed and Reversed and Remanded in Part
23,SPY,VGR,0.106526,0.050762,2.098539,0.035858,**,6/28/2001,121 S.Ct. 2404,2000,00-596,Lorillard Tobacco v. Reilly,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000.0,1.0,0.106526,64,2,manufacturer,"governmental official, or an off",Affirmed and Reversed and Remanded in Part
23,SPY,XLP,-0.001497,0.00797,-0.18783,0.85101,,6/28/2001,121 S.Ct. 2404,2000,00-596,Lorillard Tobacco v. Reilly,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000.0,1.0,0.001497,64,2,manufacturer,"governmental official, or an off",Affirmed and Reversed and Remanded in Part
23,XLP,BTI,0.001035,0.055179,0.018757,0.985035,,6/28/2001,121 S.Ct. 2404,2000,00-596,Lorillard Tobacco v. Reilly,7.0,"LORILLARD TOBACCO COMPANY, et al. v. THOMAS F. REILLY, ATTORNEY GENERAL OF MASSACHUSETTS, et al.",4/25/2001,6/28/2001,00-596,100030.0,10.0,6.0,0.0,184.0,19.0,121 S.Ct. 2404,Lorillard Tobacco v. Reilly,2000.0,1.0,0.001035,64,2,manufacturer,"governmental official, or an off",Affirmed and Reversed and Remanded in Part
